sample_index,source_path,true_species,noise_kind,noise_level,predicted_species,confidence,correct
1,data/eval_images/Agglutinella soriformis_20_view4_stacked_tiff.png,Agglutinella soriformis,gaussian,25.0,Siphonaperta arenata,0.8319835662841797,0
1,data/eval_images/Agglutinella soriformis_20_view4_stacked_tiff.png,Agglutinella soriformis,gaussian,50.0,Siphonaperta arenata,0.34854656457901,0
1,data/eval_images/Agglutinella soriformis_20_view4_stacked_tiff.png,Agglutinella soriformis,saltpepper,0.0,Agglutinella soriformis,0.9926708936691284,1
1,data/eval_images/Agglutinella soriformis_20_view4_stacked_tiff.png,Agglutinella soriformis,saltpepper,0.01,Agglutinella soriformis,0.9925092458724976,1
1,data/eval_images/Agglutinella soriformis_20_view4_stacked_tiff.png,Agglutinella soriformis,saltpepper,0.03,Agglutinella soriformis,0.9926185011863708,1
1,data/eval_images/Agglutinella soriformis_20_view4_stacked_tiff.png,Agglutinella soriformis,saltpepper,0.07,Agglutinella soriformis,0.9723238348960876,1
1,data/eval_images/Agglutinella soriformis_20_view4_stacked_tiff.png,Agglutinella soriformis,stretch,1.0,Agglutinella soriformis,0.9926708936691284,1
2,data/eval_images/Agglutinella soriformis_20_view4_zstack_slice_z0006.png,Agglutinella soriformis,gaussian,0.0,Agglutinella soriformis,0.9940243363380432,1
2,data/eval_images/Agglutinella soriformis_20_view4_zstack_slice_z0006.png,Agglutinella soriformis,gaussian,5.0,Agglutinella soriformis,0.9938285946846008,1
2,data/eval_images/Agglutinella soriformis_20_view4_zstack_slice_z0006.png,Agglutinella soriformis,gaussian,10.0,Agglutinella soriformis,0.9833452105522156,1
2,data/eval_images/Agglutinella soriformis_20_view4_zstack_slice_z0006.png,Agglutinella soriformis,gaussian,25.0,Agglutinella soriformis,0.7909092307090759,1
2,data/eval_images/Agglutinella soriformis_20_view4_zstack_slice_z0006.png,Agglutinella soriformis,gaussian,50.0,Agglutinella soriformis,0.2440365254878997,1
2,data/eval_images/Agglutinella soriformis_20_view4_zstack_slice_z0006.png,Agglutinella soriformis,saltpepper,0.0,Agglutinella soriformis,0.9940243363380432,1
2,data/eval_images/Agglutinella soriformis_20_view4_zstack_slice_z0006.png,Agglutinella soriformis,saltpepper,0.01,Agglutinella soriformis,0.9943749904632568,1
2,data/eval_images/Agglutinella soriformis_20_view4_zstack_slice_z0006.png,Agglutinella soriformis,saltpepper,0.03,Agglutinella soriformis,0.9923726320266724,1
2,data/eval_images/Agglutinella soriformis_20_view4_zstack_slice_z0006.png,Agglutinella soriformis,saltpepper,0.07,Agglutinella soriformis,0.9847041368484496,1
2,data/eval_images/Agglutinella soriformis_20_view4_zstack_slice_z0006.png,Agglutinella soriformis,stretch,1.0,Agglutinella soriformis,0.9940243363380432,1
3,data/eval_images/Agglutinella soriformis_20_view4_zstack_slice_z0007.png,Agglutinella soriformis,gaussian,0.0,Agglutinella soriformis,0.9939426779747008,1
3,data/eval_images/Agglutinella soriformis_20_view4_zstack_slice_z0007.png,Agglutinella soriformis,gaussian,5.0,Agglutinella soriformis,0.9937719702720642,1
3,data/eval_images/Agglutinella soriformis_20_view4_zstack_slice_z0007.png,Agglutinella soriformis,gaussian,10.0,Agglutinella soriformis,0.9817132353782654,1
3,data/eval_images/Agglutinella soriformis_20_view4_zstack_slice_z0007.png,Agglutinella soriformis,gaussian,25.0,Siphonaperta arenata,0.4873237609863281,0
3,data/eval_images/Agglutinella soriformis_20_view4_zstack_slice_z0007.png,Agglutinella soriformis,gaussian,50.0,Agglutinella soriformis,0.2808964848518371,1
3,data/eval_images/Agglutinella soriformis_20_view4_zstack_slice_z0007.png,Agglutinella soriformis,saltpepper,0.0,Agglutinella soriformis,0.9939426779747008,1
3,data/eval_images/Agglutinella soriformis_20_view4_zstack_slice_z0007.png,Agglutinella soriformis,saltpepper,0.01,Agglutinella soriformis,0.994140923023224,1
3,data/eval_images/Agglutinella soriformis_20_view4_zstack_slice_z0007.png,Agglutinella soriformis,saltpepper,0.03,Agglutinella soriformis,0.99204820394516,1
3,data/eval_images/Agglutinella soriformis_20_view4_zstack_slice_z0007.png,Agglutinella soriformis,saltpepper,0.07,Agglutinella soriformis,0.9444267153739928,1
3,data/eval_images/Agglutinella soriformis_20_view4_zstack_slice_z0007.png,Agglutinella soriformis,stretch,1.0,Agglutinella soriformis,0.9939426779747008,1
4,data/eval_images/Agglutinella soriformis_20_view4_zstack_slice_z0009.png,Agglutinella soriformis,gaussian,0.0,Agglutinella soriformis,0.9937387704849244,1
4,data/eval_images/Agglutinella soriformis_20_view4_zstack_slice_z0009.png,Agglutinella soriformis,gaussian,5.0,Agglutinella soriformis,0.9934157133102416,1
4,data/eval_images/Agglutinella soriformis_20_view4_zstack_slice_z0009.png,Agglutinella soriformis,gaussian,10.0,Agglutinella soriformis,0.9804865717887878,1
4,data/eval_images/Agglutinella soriformis_20_view4_zstack_slice_z0009.png,Agglutinella soriformis,gaussian,25.0,Agglutinella soriformis,0.6027440428733826,1
4,data/eval_images/Agglutinella soriformis_20_view4_zstack_slice_z0009.png,Agglutinella soriformis,gaussian,50.0,Quinqueloculina crassicarinata,0.2712872326374054,0
4,data/eval_images/Agglutinella soriformis_20_view4_zstack_slice_z0009.png,Agglutinella soriformis,saltpepper,0.0,Agglutinella soriformis,0.9937387704849244,1
4,data/eval_images/Agglutinella soriformis_20_view4_zstack_slice_z0009.png,Agglutinella soriformis,saltpepper,0.01,Agglutinella soriformis,0.9943042397499084,1
4,data/eval_images/Agglutinella soriformis_20_view4_zstack_slice_z0009.png,Agglutinella soriformis,saltpepper,0.03,Agglutinella soriformis,0.9909370541572572,1
4,data/eval_images/Agglutinella soriformis_20_view4_zstack_slice_z0009.png,Agglutinella soriformis,saltpepper,0.07,Agglutinella soriformis,0.977533757686615,1
4,data/eval_images/Agglutinella soriformis_20_view4_zstack_slice_z0009.png,Agglutinella soriformis,stretch,1.0,Agglutinella soriformis,0.9937387704849244,1
5,data/eval_images/Agglutinella soriformis_20_view4_zstack_slice_z0011.png,Agglutinella soriformis,gaussian,0.0,Agglutinella soriformis,0.9931740164756776,1
5,data/eval_images/Agglutinella soriformis_20_view4_zstack_slice_z0011.png,Agglutinella soriformis,gaussian,5.0,Agglutinella soriformis,0.9932430386543274,1
5,data/eval_images/Agglutinella soriformis_20_view4_zstack_slice_z0011.png,Agglutinella soriformis,gaussian,10.0,Agglutinella soriformis,0.9701869487762452,1
5,data/eval_images/Agglutinella soriformis_20_view4_zstack_slice_z0011.png,Agglutinella soriformis,gaussian,25.0,Siphonaperta arenata,0.5567148923873901,0
5,data/eval_images/Agglutinella soriformis_20_view4_zstack_slice_z0011.png,Agglutinella soriformis,gaussian,50.0,Amphistegina radiata,0.1749634891748428,0
5,data/eval_images/Agglutinella soriformis_20_view4_zstack_slice_z0011.png,Agglutinella soriformis,saltpepper,0.0,Agglutinella soriformis,0.9931740164756776,1
5,data/eval_images/Agglutinella soriformis_20_view4_zstack_slice_z0011.png,Agglutinella soriformis,saltpepper,0.01,Agglutinella soriformis,0.9936442375183104,1
5,data/eval_images/Agglutinella soriformis_20_view4_zstack_slice_z0011.png,Agglutinella soriformis,saltpepper,0.03,Agglutinella soriformis,0.9909144639968872,1
5,data/eval_images/Agglutinella soriformis_20_view4_zstack_slice_z0011.png,Agglutinella soriformis,saltpepper,0.07,Agglutinella soriformis,0.8716654777526855,1
5,data/eval_images/Agglutinella soriformis_20_view4_zstack_slice_z0011.png,Agglutinella soriformis,stretch,1.0,Agglutinella soriformis,0.9931740164756776,1
6,data/eval_images/Agglutinella soriformis_20_view4_zstack_slice_z0016.png,Agglutinella soriformis,gaussian,0.0,Agglutinella soriformis,0.9926840662956238,1
6,data/eval_images/Agglutinella soriformis_20_view4_zstack_slice_z0016.png,Agglutinella soriformis,gaussian,5.0,Agglutinella soriformis,0.9918809533119202,1
6,data/eval_images/Agglutinella soriformis_20_view4_zstack_slice_z0016.png,Agglutinella soriformis,gaussian,10.0,Agglutinella soriformis,0.9323315024375916,1
6,data/eval_images/Agglutinella soriformis_20_view4_zstack_slice_z0016.png,Agglutinella soriformis,gaussian,25.0,Siphonaperta arenata,0.5940015316009521,0
6,data/eval_images/Agglutinella soriformis_20_view4_zstack_slice_z0016.png,Agglutinella soriformis,gaussian,50.0,Amphistegina radiata,0.2445263117551803,0
6,data/eval_images/Agglutinella soriformis_20_view4_zstack_slice_z0016.png,Agglutinella soriformis,saltpepper,0.0,Agglutinella soriformis,0.9926840662956238,1
6,data/eval_images/Agglutinella soriformis_20_view4_zstack_slice_z0016.png,Agglutinella soriformis,saltpepper,0.01,Agglutinella soriformis,0.9936681389808656,1
6,data/eval_images/Agglutinella soriformis_20_view4_zstack_slice_z0016.png,Agglutinella soriformis,saltpepper,0.03,Agglutinella soriformis,0.9914798736572266,1
6,data/eval_images/Agglutinella soriformis_20_view4_zstack_slice_z0016.png,Agglutinella soriformis,saltpepper,0.07,Agglutinella soriformis,0.8294728994369507,1
6,data/eval_images/Agglutinella soriformis_20_view4_zstack_slice_z0016.png,Agglutinella soriformis,stretch,1.0,Agglutinella soriformis,0.9926840662956238,1
7,data/eval_images/Ammoscalaria pseudospiralis_12_view3_gif_original.png,Ammoscalaria pseudospiralis,gaussian,0.0,Ammoscalaria pseudospiralis,0.9894967079162598,1
7,data/eval_images/Ammoscalaria pseudospiralis_12_view3_gif_original.png,Ammoscalaria pseudospiralis,gaussian,5.0,Ammoscalaria pseudospiralis,0.9914701581001282,1
7,data/eval_images/Ammoscalaria pseudospiralis_12_view3_gif_original.png,Ammoscalaria pseudospiralis,gaussian,10.0,Ammoscalaria pseudospiralis,0.9919183850288392,1
7,data/eval_images/Ammoscalaria pseudospiralis_12_view3_gif_original.png,Ammoscalaria pseudospiralis,gaussian,25.0,Ammoscalaria pseudospiralis,0.991908848285675,1
7,data/eval_images/Ammoscalaria pseudospiralis_12_view3_gif_original.png,Ammoscalaria pseudospiralis,gaussian,50.0,Ammoscalaria pseudospiralis,0.99171644449234,1
7,data/eval_images/Ammoscalaria pseudospiralis_12_view3_gif_original.png,Ammoscalaria pseudospiralis,saltpepper,0.0,Ammoscalaria pseudospiralis,0.9894967079162598,1
7,data/eval_images/Ammoscalaria pseudospiralis_12_view3_gif_original.png,Ammoscalaria pseudospiralis,saltpepper,0.01,Ammoscalaria pseudospiralis,0.9614068269729614,1
7,data/eval_images/Ammoscalaria pseudospiralis_12_view3_gif_original.png,Ammoscalaria pseudospiralis,saltpepper,0.03,Ammoscalaria pseudospiralis,0.7946069836616516,1
7,data/eval_images/Ammoscalaria pseudospiralis_12_view3_gif_original.png,Ammoscalaria pseudospiralis,saltpepper,0.07,Ammoscalaria pseudospiralis,0.8572622537612915,1
7,data/eval_images/Ammoscalaria pseudospiralis_12_view3_gif_original.png,Ammoscalaria pseudospiralis,stretch,1.0,Ammoscalaria pseudospiralis,0.9894967079162598,1
8,data/eval_images/Ammoscalaria pseudospiralis_12_view3_stacked_tiff.png,Ammoscalaria pseudospiralis,gaussian,0.0,Ammoscalaria pseudospiralis,0.9905595183372498,1
8,data/eval_images/Ammoscalaria pseudospiralis_12_view3_stacked_tiff.png,Ammoscalaria pseudospiralis,gaussian,5.0,Ammoscalaria pseudospiralis,0.9921694397926332,1
8,data/eval_images/Ammoscalaria pseudospiralis_12_view3_stacked_tiff.png,Ammoscalaria pseudospiralis,gaussian,10.0,Ammoscalaria pseudospiralis,0.9922377467155457,1
8,data/eval_images/Ammoscalaria pseudospiralis_12_view3_stacked_tiff.png,Ammoscalaria pseudospiralis,gaussian,25.0,Ammoscalaria pseudospiralis,0.9919524788856506,1
8,data/eval_images/Ammoscalaria pseudospiralis_12_view3_stacked_tiff.png,Ammoscalaria pseudospiralis,gaussian,50.0,Ammoscalaria pseudospiralis,0.991510808467865,1
8,data/eval_images/Ammoscalaria pseudospiralis_12_view3_stacked_tiff.png,Ammoscalaria pseudospiralis,saltpepper,0.0,Ammoscalaria pseudospiralis,0.9905595183372498,1
8,data/eval_images/Ammoscalaria pseudospiralis_12_view3_stacked_tiff.png,Ammoscalaria pseudospiralis,saltpepper,0.01,Ammoscalaria pseudospiralis,0.9891608357429504,1
8,data/eval_images/Ammoscalaria pseudospiralis_12_view3_stacked_tiff.png,Ammoscalaria pseudospiralis,saltpepper,0.03,Ammoscalaria pseudospiralis,0.8850564956665039,1
8,data/eval_images/Ammoscalaria pseudospiralis_12_view3_stacked_tiff.png,Ammoscalaria pseudospiralis,saltpepper,0.07,Ammoscalaria pseudospiralis,0.922497034072876,1
8,data/eval_images/Ammoscalaria pseudospiralis_12_view3_stacked_tiff.png,Ammoscalaria pseudospiralis,stretch,1.0,Ammoscalaria pseudospiralis,0.9905595183372498,1
9,data/eval_images/Ammoscalaria pseudospiralis_12_view3_zstack_slice_z0001.png,Ammoscalaria pseudospiralis,gaussian,0.0,Ammoscalaria pseudospiralis,0.9911895990371704,1
9,data/eval_images/Ammoscalaria pseudospiralis_12_view3_zstack_slice_z0001.png,Ammoscalaria pseudospiralis,gaussian,5.0,Ammoscalaria pseudospiralis,0.9920369386672974,1
9,data/eval_images/Ammoscalaria pseudospiralis_12_view3_zstack_slice_z0001.png,Ammoscalaria pseudospiralis,gaussian,10.0,Ammoscalaria pseudospiralis,0.9929017424583436,1
9,data/eval_images/Ammoscalaria pseudospiralis_12_view3_zstack_slice_z0001.png,Ammoscalaria pseudospiralis,gaussian,25.0,Ammoscalaria pseudospiralis,0.991940975189209,1
9,data/eval_images/Ammoscalaria pseudospiralis_12_view3_zstack_slice_z0001.png,Ammoscalaria pseudospiralis,gaussian,50.0,Ammoscalaria pseudospiralis,0.9913399815559388,1
9,data/eval_images/Ammoscalaria pseudospiralis_12_view3_zstack_slice_z0001.png,Ammoscalaria pseudospiralis,saltpepper,0.0,Ammoscalaria pseudospiralis,0.9911895990371704,1
9,data/eval_images/Ammoscalaria pseudospiralis_12_view3_zstack_slice_z0001.png,Ammoscalaria pseudospiralis,saltpepper,0.01,Ammoscalaria pseudospiralis,0.99000883102417,1
9,data/eval_images/Ammoscalaria pseudospiralis_12_view3_zstack_slice_z0001.png,Ammoscalaria pseudospiralis,saltpepper,0.03,Ammoscalaria pseudospiralis,0.9689359068870544,1
9,data/eval_images/Ammoscalaria pseudospiralis_12_view3_zstack_slice_z0001.png,Ammoscalaria pseudospiralis,saltpepper,0.07,Ammoscalaria pseudospiralis,0.9769241213798524,1
9,data/eval_images/Ammoscalaria pseudospiralis_12_view3_zstack_slice_z0001.png,Ammoscalaria pseudospiralis,stretch,1.0,Ammoscalaria pseudospiralis,0.9911895990371704,1
10,data/eval_images/Ammoscalaria pseudospiralis_12_view3_zstack_slice_z0007.png,Ammoscalaria pseudospiralis,gaussian,0.0,Ammoscalaria pseudospiralis,0.9913846254348756,1
10,data/eval_images/Ammoscalaria pseudospiralis_12_view3_zstack_slice_z0007.png,Ammoscalaria pseudospiralis,gaussian,5.0,Ammoscalaria pseudospiralis,0.9925561547279358,1
10,data/eval_images/Ammoscalaria pseudospiralis_12_view3_zstack_slice_z0007.png,Ammoscalaria pseudospiralis,gaussian,10.0,Ammoscalaria pseudospiralis,0.9926536083221436,1
10,data/eval_images/Ammoscalaria pseudospiralis_12_view3_zstack_slice_z0007.png,Ammoscalaria pseudospiralis,gaussian,25.0,Ammoscalaria pseudospiralis,0.992262840270996,1
10,data/eval_images/Ammoscalaria pseudospiralis_12_view3_zstack_slice_z0007.png,Ammoscalaria pseudospiralis,gaussian,50.0,Ammoscalaria pseudospiralis,0.9910253286361694,1
10,data/eval_images/Ammoscalaria pseudospiralis_12_view3_zstack_slice_z0007.png,Ammoscalaria pseudospiralis,saltpepper,0.0,Ammoscalaria pseudospiralis,0.9913846254348756,1
10,data/eval_images/Ammoscalaria pseudospiralis_12_view3_zstack_slice_z0007.png,Ammoscalaria pseudospiralis,saltpepper,0.01,Ammoscalaria pseudospiralis,0.9901719689369202,1
10,data/eval_images/Ammoscalaria pseudospiralis_12_view3_zstack_slice_z0007.png,Ammoscalaria pseudospiralis,saltpepper,0.03,Ammoscalaria pseudospiralis,0.9862952828407288,1
10,data/eval_images/Ammoscalaria pseudospiralis_12_view3_zstack_slice_z0007.png,Ammoscalaria pseudospiralis,saltpepper,0.07,Ammoscalaria pseudospiralis,0.9702815413475036,1
10,data/eval_images/Ammoscalaria pseudospiralis_12_view3_zstack_slice_z0007.png,Ammoscalaria pseudospiralis,stretch,1.0,Ammoscalaria pseudospiralis,0.9913846254348756,1
11,data/eval_images/Ammoscalaria pseudospiralis_12_view3_zstack_slice_z0016.png,Ammoscalaria pseudospiralis,gaussian,0.0,Ammoscalaria pseudospiralis,0.991399884223938,1
11,data/eval_images/Ammoscalaria pseudospiralis_12_view3_zstack_slice_z0016.png,Ammoscalaria pseudospiralis,gaussian,5.0,Ammoscalaria pseudospiralis,0.9924851059913636,1
11,data/eval_images/Ammoscalaria pseudospiralis_12_view3_zstack_slice_z0016.png,Ammoscalaria pseudospiralis,gaussian,10.0,Ammoscalaria pseudospiralis,0.9925657510757446,1
11,data/eval_images/Ammoscalaria pseudospiralis_12_view3_zstack_slice_z0016.png,Ammoscalaria pseudospiralis,gaussian,25.0,Ammoscalaria pseudospiralis,0.992001175880432,1
11,data/eval_images/Ammoscalaria pseudospiralis_12_view3_zstack_slice_z0016.png,Ammoscalaria pseudospiralis,gaussian,50.0,Ammoscalaria pseudospiralis,0.9914551973342896,1
11,data/eval_images/Ammoscalaria pseudospiralis_12_view3_zstack_slice_z0016.png,Ammoscalaria pseudospiralis,saltpepper,0.0,Ammoscalaria pseudospiralis,0.991399884223938,1
11,data/eval_images/Ammoscalaria pseudospiralis_12_view3_zstack_slice_z0016.png,Ammoscalaria pseudospiralis,saltpepper,0.01,Ammoscalaria pseudospiralis,0.9914719462394714,1
11,data/eval_images/Ammoscalaria pseudospiralis_12_view3_zstack_slice_z0016.png,Ammoscalaria pseudospiralis,saltpepper,0.03,Ammoscalaria pseudospiralis,0.9860418438911438,1
11,data/eval_images/Ammoscalaria pseudospiralis_12_view3_zstack_slice_z0016.png,Ammoscalaria pseudospiralis,saltpepper,0.07,Ammoscalaria pseudospiralis,0.8594167828559875,1
11,data/eval_images/Ammoscalaria pseudospiralis_12_view3_zstack_slice_z0016.png,Ammoscalaria pseudospiralis,stretch,1.0,Ammoscalaria pseudospiralis,0.991399884223938,1
12,data/eval_images/Ammoscalaria pseudospiralis_12_view3_zstack_slice_z0021.png,Ammoscalaria pseudospiralis,gaussian,0.0,Ammoscalaria pseudospiralis,0.991544246673584,1
12,data/eval_images/Ammoscalaria pseudospiralis_12_view3_zstack_slice_z0021.png,Ammoscalaria pseudospiralis,gaussian,5.0,Ammoscalaria pseudospiralis,0.9925385117530824,1
12,data/eval_images/Ammoscalaria pseudospiralis_12_view3_zstack_slice_z0021.png,Ammoscalaria pseudospiralis,gaussian,10.0,Ammoscalaria pseudospiralis,0.9926171898841858,1
12,data/eval_images/Ammoscalaria pseudospiralis_12_view3_zstack_slice_z0021.png,Ammoscalaria pseudospiralis,gaussian,25.0,Ammoscalaria pseudospiralis,0.9921795129776,1
12,data/eval_images/Ammoscalaria pseudospiralis_12_view3_zstack_slice_z0021.png,Ammoscalaria pseudospiralis,gaussian,50.0,Ammoscalaria pseudospiralis,0.9919837117195128,1
12,data/eval_images/Ammoscalaria pseudospiralis_12_view3_zstack_slice_z0021.png,Ammoscalaria pseudospiralis,saltpepper,0.0,Ammoscalaria pseudospiralis,0.991544246673584,1
12,data/eval_images/Ammoscalaria pseudospiralis_12_view3_zstack_slice_z0021.png,Ammoscalaria pseudospiralis,saltpepper,0.01,Ammoscalaria pseudospiralis,0.9920136332511902,1
12,data/eval_images/Ammoscalaria pseudospiralis_12_view3_zstack_slice_z0021.png,Ammoscalaria pseudospiralis,saltpepper,0.03,Ammoscalaria pseudospiralis,0.9909816384315492,1
12,data/eval_images/Ammoscalaria pseudospiralis_12_view3_zstack_slice_z0021.png,Ammoscalaria pseudospiralis,saltpepper,0.07,Ammoscalaria pseudospiralis,0.984573781490326,1
12,data/eval_images/Ammoscalaria pseudospiralis_12_view3_zstack_slice_z0021.png,Ammoscalaria pseudospiralis,stretch,1.0,Ammoscalaria pseudospiralis,0.991544246673584,1
13,data/eval_images/Ammoscalaria pseudospiralis_12_view3_zstack_slice_z0030.png,Ammoscalaria pseudospiralis,gaussian,0.0,Ammoscalaria pseudospiralis,0.9916642904281616,1
13,data/eval_images/Ammoscalaria pseudospiralis_12_view3_zstack_slice_z0030.png,Ammoscalaria pseudospiralis,gaussian,5.0,Ammoscalaria pseudospiralis,0.9926694631576538,1
13,data/eval_images/Ammoscalaria pseudospiralis_12_view3_zstack_slice_z0030.png,Ammoscalaria pseudospiralis,gaussian,10.0,Ammoscalaria pseudospiralis,0.99306982755661,1
13,data/eval_images/Ammoscalaria pseudospiralis_12_view3_zstack_slice_z0030.png,Ammoscalaria pseudospiralis,gaussian,25.0,Ammoscalaria pseudospiralis,0.9924089908599854,1
13,data/eval_images/Ammoscalaria pseudospiralis_12_view3_zstack_slice_z0030.png,Ammoscalaria pseudospiralis,gaussian,50.0,Ammoscalaria pseudospiralis,0.9911566972732544,1
13,data/eval_images/Ammoscalaria pseudospiralis_12_view3_zstack_slice_z0030.png,Ammoscalaria pseudospiralis,saltpepper,0.0,Ammoscalaria pseudospiralis,0.9916642904281616,1
13,data/eval_images/Ammoscalaria pseudospiralis_12_view3_zstack_slice_z0030.png,Ammoscalaria pseudospiralis,saltpepper,0.01,Ammoscalaria pseudospiralis,0.9889529943466188,1
13,data/eval_images/Ammoscalaria pseudospiralis_12_view3_zstack_slice_z0030.png,Ammoscalaria pseudospiralis,saltpepper,0.03,Ammoscalaria pseudospiralis,0.9891856908798218,1
13,data/eval_images/Ammoscalaria pseudospiralis_12_view3_zstack_slice_z0030.png,Ammoscalaria pseudospiralis,saltpepper,0.07,Ammoscalaria pseudospiralis,0.9899356961250304,1
13,data/eval_images/Ammoscalaria pseudospiralis_12_view3_zstack_slice_z0030.png,Ammoscalaria pseudospiralis,stretch,1.0,Ammoscalaria pseudospiralis,0.9916642904281616,1
14,data/eval_images/Amphicoryna scalaris_27_view1_gif_original.png,Amphicoryna scalaris,gaussian,0.0,Amphicoryna scalaris,0.998915195465088,1
14,data/eval_images/Amphicoryna scalaris_27_view1_gif_original.png,Amphicoryna scalaris,gaussian,5.0,Amphicoryna scalaris,0.9989379048347472,1
14,data/eval_images/Amphicoryna scalaris_27_view1_gif_original.png,Amphicoryna scalaris,gaussian,10.0,Amphicoryna scalaris,0.998929798603058,1
14,data/eval_images/Amphicoryna scalaris_27_view1_gif_original.png,Amphicoryna scalaris,gaussian,25.0,Amphicoryna scalaris,0.9989138841629028,1
14,data/eval_images/Amphicoryna scalaris_27_view1_gif_original.png,Amphicoryna scalaris,gaussian,50.0,Amphicoryna scalaris,0.9987741112709044,1
14,data/eval_images/Amphicoryna scalaris_27_view1_gif_original.png,Amphicoryna scalaris,saltpepper,0.0,Amphicoryna scalaris,0.998915195465088,1
14,data/eval_images/Amphicoryna scalaris_27_view1_gif_original.png,Amphicoryna scalaris,saltpepper,0.01,Amphicoryna scalaris,0.998916745185852,1
14,data/eval_images/Amphicoryna scalaris_27_view1_gif_original.png,Amphicoryna scalaris,saltpepper,0.03,Amphicoryna scalaris,0.9989330172538756,1
14,data/eval_images/Amphicoryna scalaris_27_view1_gif_original.png,Amphicoryna scalaris,saltpepper,0.07,Amphicoryna scalaris,0.99886155128479,1
14,data/eval_images/Amphicoryna scalaris_27_view1_gif_original.png,Amphicoryna scalaris,stretch,1.0,Amphicoryna scalaris,0.998915195465088,1
15,data/eval_images/Amphicoryna scalaris_27_view1_zstack_slice_z0017.png,Amphicoryna scalaris,gaussian,0.0,Amphicoryna scalaris,0.9989731311798096,1
15,data/eval_images/Amphicoryna scalaris_27_view1_zstack_slice_z0017.png,Amphicoryna scalaris,gaussian,5.0,Amphicoryna scalaris,0.9990033507347108,1
15,data/eval_images/Amphicoryna scalaris_27_view1_zstack_slice_z0017.png,Amphicoryna scalaris,gaussian,10.0,Amphicoryna scalaris,0.9989218711853028,1
15,data/eval_images/Amphicoryna scalaris_27_view1_zstack_slice_z0017.png,Amphicoryna scalaris,gaussian,25.0,Amphicoryna scalaris,0.9988994598388672,1
15,data/eval_images/Amphicoryna scalaris_27_view1_zstack_slice_z0017.png,Amphicoryna scalaris,gaussian,50.0,Amphicoryna scalaris,0.9980239868164062,1
15,data/eval_images/Amphicoryna scalaris_27_view1_zstack_slice_z0017.png,Amphicoryna scalaris,saltpepper,0.0,Amphicoryna scalaris,0.9989731311798096,1
15,data/eval_images/Amphicoryna scalaris_27_view1_zstack_slice_z0017.png,Amphicoryna scalaris,saltpepper,0.01,Amphicoryna scalaris,0.9989669322967528,1
15,data/eval_images/Amphicoryna scalaris_27_view1_zstack_slice_z0017.png,Amphicoryna scalaris,saltpepper,0.03,Amphicoryna scalaris,0.9988712668418884,1
15,data/eval_images/Amphicoryna scalaris_27_view1_zstack_slice_z0017.png,Amphicoryna scalaris,saltpepper,0.07,Amphicoryna scalaris,0.9987837672233582,1
15,data/eval_images/Amphicoryna scalaris_27_view1_zstack_slice_z0017.png,Amphicoryna scalaris,stretch,1.0,Amphicoryna scalaris,0.9989731311798096,1
16,data/eval_images/Amphicoryna scalaris_27_view1_zstack_slice_z0023.png,Amphicoryna scalaris,gaussian,0.0,Amphicoryna scalaris,0.9988445043563844,1
16,data/eval_images/Amphicoryna scalaris_27_view1_zstack_slice_z0023.png,Amphicoryna scalaris,gaussian,5.0,Amphicoryna scalaris,0.9988590478897096,1
