sample_index,source_path,true_species,noise_kind,noise_level,predicted_species,confidence,correct
1,data/eval_images/Agglutinella soriformis_20_view4_stacked_tiff.png,Agglutinella soriformis,gaussian,25.0,Bigenerina nodosaria,0.7512089014053345,0
1,data/eval_images/Agglutinella soriformis_20_view4_stacked_tiff.png,Agglutinella soriformis,gaussian,50.0,Bigenerina nodosaria,0.6172376871109009,0
1,data/eval_images/Agglutinella soriformis_20_view4_stacked_tiff.png,Agglutinella soriformis,saltpepper,0.0,Agglutinella soriformis,0.999616265296936,1
1,data/eval_images/Agglutinella soriformis_20_view4_stacked_tiff.png,Agglutinella soriformis,saltpepper,0.01,Agglutinella soriformis,0.9993669390678406,1
1,data/eval_images/Agglutinella soriformis_20_view4_stacked_tiff.png,Agglutinella soriformis,saltpepper,0.03,Agglutinella soriformis,0.9875180125236512,1
1,data/eval_images/Agglutinella soriformis_20_view4_stacked_tiff.png,Agglutinella soriformis,saltpepper,0.07,Agglutinella soriformis,0.6873093247413635,1
1,data/eval_images/Agglutinella soriformis_20_view4_stacked_tiff.png,Agglutinella soriformis,stretch,1.0,Agglutinella soriformis,0.999616265296936,1
2,data/eval_images/Agglutinella soriformis_20_view4_zstack_slice_z0006.png,Agglutinella soriformis,gaussian,0.0,Agglutinella soriformis,0.9998084902763368,1
2,data/eval_images/Agglutinella soriformis_20_view4_zstack_slice_z0006.png,Agglutinella soriformis,gaussian,5.0,Agglutinella soriformis,0.9983404874801636,1
2,data/eval_images/Agglutinella soriformis_20_view4_zstack_slice_z0006.png,Agglutinella soriformis,gaussian,10.0,Agglutinella soriformis,0.8330320715904236,1
2,data/eval_images/Agglutinella soriformis_20_view4_zstack_slice_z0006.png,Agglutinella soriformis,gaussian,25.0,Bigenerina nodosaria,0.5925774574279785,0
2,data/eval_images/Agglutinella soriformis_20_view4_zstack_slice_z0006.png,Agglutinella soriformis,gaussian,50.0,Bigenerina nodosaria,0.3712019026279449,0
2,data/eval_images/Agglutinella soriformis_20_view4_zstack_slice_z0006.png,Agglutinella soriformis,saltpepper,0.0,Agglutinella soriformis,0.9998084902763368,1
2,data/eval_images/Agglutinella soriformis_20_view4_zstack_slice_z0006.png,Agglutinella soriformis,saltpepper,0.01,Agglutinella soriformis,0.9996234178543092,1
2,data/eval_images/Agglutinella soriformis_20_view4_zstack_slice_z0006.png,Agglutinella soriformis,saltpepper,0.03,Agglutinella soriformis,0.9887025356292723,1
2,data/eval_images/Agglutinella soriformis_20_view4_zstack_slice_z0006.png,Agglutinella soriformis,saltpepper,0.07,Agglutinella soriformis,0.7748821973800659,1
2,data/eval_images/Agglutinella soriformis_20_view4_zstack_slice_z0006.png,Agglutinella soriformis,stretch,1.0,Agglutinella soriformis,0.9998084902763368,1
3,data/eval_images/Agglutinella soriformis_20_view4_zstack_slice_z0007.png,Agglutinella soriformis,gaussian,0.0,Agglutinella soriformis,0.999769389629364,1
3,data/eval_images/Agglutinella soriformis_20_view4_zstack_slice_z0007.png,Agglutinella soriformis,gaussian,5.0,Agglutinella soriformis,0.9985803365707396,1
3,data/eval_images/Agglutinella soriformis_20_view4_zstack_slice_z0007.png,Agglutinella soriformis,gaussian,10.0,Agglutinella soriformis,0.7482874989509583,1
3,data/eval_images/Agglutinella soriformis_20_view4_zstack_slice_z0007.png,Agglutinella soriformis,gaussian,25.0,Bigenerina nodosaria,0.6434121131896973,0
3,data/eval_images/Agglutinella soriformis_20_view4_zstack_slice_z0007.png,Agglutinella soriformis,gaussian,50.0,Bigenerina nodosaria,0.4316071271896362,0
3,data/eval_images/Agglutinella soriformis_20_view4_zstack_slice_z0007.png,Agglutinella soriformis,saltpepper,0.0,Agglutinella soriformis,0.999769389629364,1
3,data/eval_images/Agglutinella soriformis_20_view4_zstack_slice_z0007.png,Agglutinella soriformis,saltpepper,0.01,Agglutinella soriformis,0.9997844099998474,1
3,data/eval_images/Agglutinella soriformis_20_view4_zstack_slice_z0007.png,Agglutinella soriformis,saltpepper,0.03,Agglutinella soriformis,0.906157374382019,1
3,data/eval_images/Agglutinella soriformis_20_view4_zstack_slice_z0007.png,Agglutinella soriformis,saltpepper,0.07,Agglutinella soriformis,0.8278002142906189,1
3,data/eval_images/Agglutinella soriformis_20_view4_zstack_slice_z0007.png,Agglutinella soriformis,stretch,1.0,Agglutinella soriformis,0.999769389629364,1
4,data/eval_images/Agglutinella soriformis_20_view4_zstack_slice_z0009.png,Agglutinella soriformis,gaussian,0.0,Agglutinella soriformis,0.9997745156288148,1
4,data/eval_images/Agglutinella soriformis_20_view4_zstack_slice_z0009.png,Agglutinella soriformis,gaussian,5.0,Agglutinella soriformis,0.9993191957473756,1
4,data/eval_images/Agglutinella soriformis_20_view4_zstack_slice_z0009.png,Agglutinella soriformis,gaussian,10.0,Agglutinella soriformis,0.8520461916923523,1
4,data/eval_images/Agglutinella soriformis_20_view4_zstack_slice_z0009.png,Agglutinella soriformis,gaussian,25.0,Bigenerina nodosaria,0.7496254444122314,0
4,data/eval_images/Agglutinella soriformis_20_view4_zstack_slice_z0009.png,Agglutinella soriformis,gaussian,50.0,Amphistegina radiata,0.519727349281311,0
4,data/eval_images/Agglutinella soriformis_20_view4_zstack_slice_z0009.png,Agglutinella soriformis,saltpepper,0.0,Agglutinella soriformis,0.9997745156288148,1
4,data/eval_images/Agglutinella soriformis_20_view4_zstack_slice_z0009.png,Agglutinella soriformis,saltpepper,0.01,Agglutinella soriformis,0.99978107213974,1
4,data/eval_images/Agglutinella soriformis_20_view4_zstack_slice_z0009.png,Agglutinella soriformis,saltpepper,0.03,Agglutinella soriformis,0.9783554077148438,1
4,data/eval_images/Agglutinella soriformis_20_view4_zstack_slice_z0009.png,Agglutinella soriformis,saltpepper,0.07,Agglutinella soriformis,0.655095636844635,1
4,data/eval_images/Agglutinella soriformis_20_view4_zstack_slice_z0009.png,Agglutinella soriformis,stretch,1.0,Agglutinella soriformis,0.9997745156288148,1
5,data/eval_images/Agglutinella soriformis_20_view4_zstack_slice_z0011.png,Agglutinella soriformis,gaussian,0.0,Agglutinella soriformis,0.9997360110282898,1
5,data/eval_images/Agglutinella soriformis_20_view4_zstack_slice_z0011.png,Agglutinella soriformis,gaussian,5.0,Agglutinella soriformis,0.9992237091064452,1
5,data/eval_images/Agglutinella soriformis_20_view4_zstack_slice_z0011.png,Agglutinella soriformis,gaussian,10.0,Agglutinella soriformis,0.8700351119041443,1
5,data/eval_images/Agglutinella soriformis_20_view4_zstack_slice_z0011.png,Agglutinella soriformis,gaussian,25.0,Bigenerina nodosaria,0.5964646339416504,0
5,data/eval_images/Agglutinella soriformis_20_view4_zstack_slice_z0011.png,Agglutinella soriformis,gaussian,50.0,Amphistegina radiata,0.4577274918556213,0
5,data/eval_images/Agglutinella soriformis_20_view4_zstack_slice_z0011.png,Agglutinella soriformis,saltpepper,0.0,Agglutinella soriformis,0.9997360110282898,1
5,data/eval_images/Agglutinella soriformis_20_view4_zstack_slice_z0011.png,Agglutinella soriformis,saltpepper,0.01,Agglutinella soriformis,0.9997466206550598,1
5,data/eval_images/Agglutinella soriformis_20_view4_zstack_slice_z0011.png,Agglutinella soriformis,saltpepper,0.03,Agglutinella soriformis,0.939747393131256,1
5,data/eval_images/Agglutinella soriformis_20_view4_zstack_slice_z0011.png,Agglutinella soriformis,saltpepper,0.07,Agglutinella soriformis,0.5900171399116516,1
5,data/eval_images/Agglutinella soriformis_20_view4_zstack_slice_z0011.png,Agglutinella soriformis,stretch,1.0,Agglutinella soriformis,0.9997360110282898,1
6,data/eval_images/Agglutinella soriformis_20_view4_zstack_slice_z0016.png,Agglutinella soriformis,gaussian,0.0,Agglutinella soriformis,0.9997032284736632,1
6,data/eval_images/Agglutinella soriformis_20_view4_zstack_slice_z0016.png,Agglutinella soriformis,gaussian,5.0,Agglutinella soriformis,0.997095227241516,1
6,data/eval_images/Agglutinella soriformis_20_view4_zstack_slice_z0016.png,Agglutinella soriformis,gaussian,10.0,Agglutinella soriformis,0.8235299587249756,1
6,data/eval_images/Agglutinella soriformis_20_view4_zstack_slice_z0016.png,Agglutinella soriformis,gaussian,25.0,Spirosigmoilina parri,0.3727047145366668,0
6,data/eval_images/Agglutinella soriformis_20_view4_zstack_slice_z0016.png,Agglutinella soriformis,gaussian,50.0,Amphistegina radiata,0.7186005115509033,0
6,data/eval_images/Agglutinella soriformis_20_view4_zstack_slice_z0016.png,Agglutinella soriformis,saltpepper,0.0,Agglutinella soriformis,0.9997032284736632,1
6,data/eval_images/Agglutinella soriformis_20_view4_zstack_slice_z0016.png,Agglutinella soriformis,saltpepper,0.01,Agglutinella soriformis,0.9991694688796996,1
6,data/eval_images/Agglutinella soriformis_20_view4_zstack_slice_z0016.png,Agglutinella soriformis,saltpepper,0.03,Agglutinella soriformis,0.9009519815444946,1
6,data/eval_images/Agglutinella soriformis_20_view4_zstack_slice_z0016.png,Agglutinella soriformis,saltpepper,0.07,Agglutinella soriformis,0.386269748210907,1
6,data/eval_images/Agglutinella soriformis_20_view4_zstack_slice_z0016.png,Agglutinella soriformis,stretch,1.0,Agglutinella soriformis,0.9997032284736632,1
7,data/eval_images/Ammoscalaria pseudospiralis_12_view3_gif_original.png,Ammoscalaria pseudospiralis,gaussian,0.0,Ammoscalaria pseudospiralis,0.9972953200340272,1
7,data/eval_images/Ammoscalaria pseudospiralis_12_view3_gif_original.png,Ammoscalaria pseudospiralis,gaussian,5.0,Ammoscalaria pseudospiralis,0.997913658618927,1
7,data/eval_images/Ammoscalaria pseudospiralis_12_view3_gif_original.png,Ammoscalaria pseudospiralis,gaussian,10.0,Ammoscalaria pseudospiralis,0.9979872703552246,1
7,data/eval_images/Ammoscalaria pseudospiralis_12_view3_gif_original.png,Ammoscalaria pseudospiralis,gaussian,25.0,Ammoscalaria pseudospiralis,0.9978627562522888,1
7,data/eval_images/Ammoscalaria pseudospiralis_12_view3_gif_original.png,Ammoscalaria pseudospiralis,gaussian,50.0,Ammoscalaria pseudospiralis,0.9945682287216188,1
7,data/eval_images/Ammoscalaria pseudospiralis_12_view3_gif_original.png,Ammoscalaria pseudospiralis,saltpepper,0.0,Ammoscalaria pseudospiralis,0.9972953200340272,1
7,data/eval_images/Ammoscalaria pseudospiralis_12_view3_gif_original.png,Ammoscalaria pseudospiralis,saltpepper,0.01,Ammoscalaria pseudospiralis,0.9960430860519408,1
7,data/eval_images/Ammoscalaria pseudospiralis_12_view3_gif_original.png,Ammoscalaria pseudospiralis,saltpepper,0.03,Ammoscalaria pseudospiralis,0.980128824710846,1
7,data/eval_images/Ammoscalaria pseudospiralis_12_view3_gif_original.png,Ammoscalaria pseudospiralis,saltpepper,0.07,Ammoscalaria pseudospiralis,0.745008647441864,1
7,data/eval_images/Ammoscalaria pseudospiralis_12_view3_gif_original.png,Ammoscalaria pseudospiralis,stretch,1.0,Ammoscalaria pseudospiralis,0.9972953200340272,1
8,data/eval_images/Ammoscalaria pseudospiralis_12_view3_stacked_tiff.png,Ammoscalaria pseudospiralis,gaussian,0.0,Ammoscalaria pseudospiralis,0.9964913725852966,1
8,data/eval_images/Ammoscalaria pseudospiralis_12_view3_stacked_tiff.png,Ammoscalaria pseudospiralis,gaussian,5.0,Ammoscalaria pseudospiralis,0.9974865913391112,1
8,data/eval_images/Ammoscalaria pseudospiralis_12_view3_stacked_tiff.png,Ammoscalaria pseudospiralis,gaussian,10.0,Ammoscalaria pseudospiralis,0.9982484579086304,1
8,data/eval_images/Ammoscalaria pseudospiralis_12_view3_stacked_tiff.png,Ammoscalaria pseudospiralis,gaussian,25.0,Ammoscalaria pseudospiralis,0.9973213076591492,1
8,data/eval_images/Ammoscalaria pseudospiralis_12_view3_stacked_tiff.png,Ammoscalaria pseudospiralis,gaussian,50.0,Ammoscalaria pseudospiralis,0.9892424941062928,1
8,data/eval_images/Ammoscalaria pseudospiralis_12_view3_stacked_tiff.png,Ammoscalaria pseudospiralis,saltpepper,0.0,Ammoscalaria pseudospiralis,0.9964913725852966,1
8,data/eval_images/Ammoscalaria pseudospiralis_12_view3_stacked_tiff.png,Ammoscalaria pseudospiralis,saltpepper,0.01,Ammoscalaria pseudospiralis,0.9964460730552672,1
8,data/eval_images/Ammoscalaria pseudospiralis_12_view3_stacked_tiff.png,Ammoscalaria pseudospiralis,saltpepper,0.03,Ammoscalaria pseudospiralis,0.993346095085144,1
8,data/eval_images/Ammoscalaria pseudospiralis_12_view3_stacked_tiff.png,Ammoscalaria pseudospiralis,saltpepper,0.07,Ammoscalaria pseudospiralis,0.9272039532661438,1
8,data/eval_images/Ammoscalaria pseudospiralis_12_view3_stacked_tiff.png,Ammoscalaria pseudospiralis,stretch,1.0,Ammoscalaria pseudospiralis,0.9964913725852966,1
9,data/eval_images/Ammoscalaria pseudospiralis_12_view3_zstack_slice_z0001.png,Ammoscalaria pseudospiralis,gaussian,0.0,Ammoscalaria pseudospiralis,0.9955924153327942,1
9,data/eval_images/Ammoscalaria pseudospiralis_12_view3_zstack_slice_z0001.png,Ammoscalaria pseudospiralis,gaussian,5.0,Ammoscalaria pseudospiralis,0.9974727034568788,1
9,data/eval_images/Ammoscalaria pseudospiralis_12_view3_zstack_slice_z0001.png,Ammoscalaria pseudospiralis,gaussian,10.0,Ammoscalaria pseudospiralis,0.99809592962265,1
9,data/eval_images/Ammoscalaria pseudospiralis_12_view3_zstack_slice_z0001.png,Ammoscalaria pseudospiralis,gaussian,25.0,Ammoscalaria pseudospiralis,0.9976031184196472,1
9,data/eval_images/Ammoscalaria pseudospiralis_12_view3_zstack_slice_z0001.png,Ammoscalaria pseudospiralis,gaussian,50.0,Ammoscalaria pseudospiralis,0.9972259402275084,1
9,data/eval_images/Ammoscalaria pseudospiralis_12_view3_zstack_slice_z0001.png,Ammoscalaria pseudospiralis,saltpepper,0.0,Ammoscalaria pseudospiralis,0.9955924153327942,1
9,data/eval_images/Ammoscalaria pseudospiralis_12_view3_zstack_slice_z0001.png,Ammoscalaria pseudospiralis,saltpepper,0.01,Ammoscalaria pseudospiralis,0.992668092250824,1
9,data/eval_images/Ammoscalaria pseudospiralis_12_view3_zstack_slice_z0001.png,Ammoscalaria pseudospiralis,saltpepper,0.03,Ammoscalaria pseudospiralis,0.9954671859741212,1
9,data/eval_images/Ammoscalaria pseudospiralis_12_view3_zstack_slice_z0001.png,Ammoscalaria pseudospiralis,saltpepper,0.07,Ammoscalaria pseudospiralis,0.9906479716300964,1
9,data/eval_images/Ammoscalaria pseudospiralis_12_view3_zstack_slice_z0001.png,Ammoscalaria pseudospiralis,stretch,1.0,Ammoscalaria pseudospiralis,0.9955924153327942,1
10,data/eval_images/Ammoscalaria pseudospiralis_12_view3_zstack_slice_z0007.png,Ammoscalaria pseudospiralis,gaussian,0.0,Ammoscalaria pseudospiralis,0.996323823928833,1
10,data/eval_images/Ammoscalaria pseudospiralis_12_view3_zstack_slice_z0007.png,Ammoscalaria pseudospiralis,gaussian,5.0,Ammoscalaria pseudospiralis,0.9974830746650696,1
10,data/eval_images/Ammoscalaria pseudospiralis_12_view3_zstack_slice_z0007.png,Ammoscalaria pseudospiralis,gaussian,10.0,Ammoscalaria pseudospiralis,0.9982360601425172,1
10,data/eval_images/Ammoscalaria pseudospiralis_12_view3_zstack_slice_z0007.png,Ammoscalaria pseudospiralis,gaussian,25.0,Ammoscalaria pseudospiralis,0.9979567527770996,1
10,data/eval_images/Ammoscalaria pseudospiralis_12_view3_zstack_slice_z0007.png,Ammoscalaria pseudospiralis,gaussian,50.0,Ammoscalaria pseudospiralis,0.9975678324699402,1
10,data/eval_images/Ammoscalaria pseudospiralis_12_view3_zstack_slice_z0007.png,Ammoscalaria pseudospiralis,saltpepper,0.0,Ammoscalaria pseudospiralis,0.996323823928833,1
10,data/eval_images/Ammoscalaria pseudospiralis_12_view3_zstack_slice_z0007.png,Ammoscalaria pseudospiralis,saltpepper,0.01,Ammoscalaria pseudospiralis,0.9947640895843506,1
10,data/eval_images/Ammoscalaria pseudospiralis_12_view3_zstack_slice_z0007.png,Ammoscalaria pseudospiralis,saltpepper,0.03,Ammoscalaria pseudospiralis,0.9955377578735352,1
10,data/eval_images/Ammoscalaria pseudospiralis_12_view3_zstack_slice_z0007.png,Ammoscalaria pseudospiralis,saltpepper,0.07,Ammoscalaria pseudospiralis,0.9755022525787354,1
10,data/eval_images/Ammoscalaria pseudospiralis_12_view3_zstack_slice_z0007.png,Ammoscalaria pseudospiralis,stretch,1.0,Ammoscalaria pseudospiralis,0.996323823928833,1
11,data/eval_images/Ammoscalaria pseudospiralis_12_view3_zstack_slice_z0016.png,Ammoscalaria pseudospiralis,gaussian,0.0,Ammoscalaria pseudospiralis,0.9960395097732544,1
11,data/eval_images/Ammoscalaria pseudospiralis_12_view3_zstack_slice_z0016.png,Ammoscalaria pseudospiralis,gaussian,5.0,Ammoscalaria pseudospiralis,0.9973533153533936,1
11,data/eval_images/Ammoscalaria pseudospiralis_12_view3_zstack_slice_z0016.png,Ammoscalaria pseudospiralis,gaussian,10.0,Ammoscalaria pseudospiralis,0.9976633787155152,1
11,data/eval_images/Ammoscalaria pseudospiralis_12_view3_zstack_slice_z0016.png,Ammoscalaria pseudospiralis,gaussian,25.0,Ammoscalaria pseudospiralis,0.9971272349357604,1
11,data/eval_images/Ammoscalaria pseudospiralis_12_view3_zstack_slice_z0016.png,Ammoscalaria pseudospiralis,gaussian,50.0,Ammoscalaria pseudospiralis,0.9968968629837036,1
11,data/eval_images/Ammoscalaria pseudospiralis_12_view3_zstack_slice_z0016.png,Ammoscalaria pseudospiralis,saltpepper,0.0,Ammoscalaria pseudospiralis,0.9960395097732544,1
11,data/eval_images/Ammoscalaria pseudospiralis_12_view3_zstack_slice_z0016.png,Ammoscalaria pseudospiralis,saltpepper,0.01,Ammoscalaria pseudospiralis,0.994778037071228,1
11,data/eval_images/Ammoscalaria pseudospiralis_12_view3_zstack_slice_z0016.png,Ammoscalaria pseudospiralis,saltpepper,0.03,Ammoscalaria pseudospiralis,0.9945911169052124,1
11,data/eval_images/Ammoscalaria pseudospiralis_12_view3_zstack_slice_z0016.png,Ammoscalaria pseudospiralis,saltpepper,0.07,Ammoscalaria pseudospiralis,0.9780519604682922,1
11,data/eval_images/Ammoscalaria pseudospiralis_12_view3_zstack_slice_z0016.png,Ammoscalaria pseudospiralis,stretch,1.0,Ammoscalaria pseudospiralis,0.9960395097732544,1
12,data/eval_images/Ammoscalaria pseudospiralis_12_view3_zstack_slice_z0021.png,Ammoscalaria pseudospiralis,gaussian,0.0,Ammoscalaria pseudospiralis,0.9958717226982116,1
12,data/eval_images/Ammoscalaria pseudospiralis_12_view3_zstack_slice_z0021.png,Ammoscalaria pseudospiralis,gaussian,5.0,Ammoscalaria pseudospiralis,0.99728524684906,1
12,data/eval_images/Ammoscalaria pseudospiralis_12_view3_zstack_slice_z0021.png,Ammoscalaria pseudospiralis,gaussian,10.0,Ammoscalaria pseudospiralis,0.9981545805931092,1
12,data/eval_images/Ammoscalaria pseudospiralis_12_view3_zstack_slice_z0021.png,Ammoscalaria pseudospiralis,gaussian,25.0,Ammoscalaria pseudospiralis,0.9980278611183168,1
12,data/eval_images/Ammoscalaria pseudospiralis_12_view3_zstack_slice_z0021.png,Ammoscalaria pseudospiralis,gaussian,50.0,Ammoscalaria pseudospiralis,0.9967541098594666,1
12,data/eval_images/Ammoscalaria pseudospiralis_12_view3_zstack_slice_z0021.png,Ammoscalaria pseudospiralis,saltpepper,0.0,Ammoscalaria pseudospiralis,0.9958717226982116,1
12,data/eval_images/Ammoscalaria pseudospiralis_12_view3_zstack_slice_z0021.png,Ammoscalaria pseudospiralis,saltpepper,0.01,Ammoscalaria pseudospiralis,0.994783103466034,1
12,data/eval_images/Ammoscalaria pseudospiralis_12_view3_zstack_slice_z0021.png,Ammoscalaria pseudospiralis,saltpepper,0.03,Ammoscalaria pseudospiralis,0.99062180519104,1
12,data/eval_images/Ammoscalaria pseudospiralis_12_view3_zstack_slice_z0021.png,Ammoscalaria pseudospiralis,saltpepper,0.07,Ammoscalaria pseudospiralis,0.984691560268402,1
12,data/eval_images/Ammoscalaria pseudospiralis_12_view3_zstack_slice_z0021.png,Ammoscalaria pseudospiralis,stretch,1.0,Ammoscalaria pseudospiralis,0.9958717226982116,1
13,data/eval_images/Ammoscalaria pseudospiralis_12_view3_zstack_slice_z0030.png,Ammoscalaria pseudospiralis,gaussian,0.0,Ammoscalaria pseudospiralis,0.9960373640060424,1
13,data/eval_images/Ammoscalaria pseudospiralis_12_view3_zstack_slice_z0030.png,Ammoscalaria pseudospiralis,gaussian,5.0,Ammoscalaria pseudospiralis,0.9970375299453736,1
13,data/eval_images/Ammoscalaria pseudospiralis_12_view3_zstack_slice_z0030.png,Ammoscalaria pseudospiralis,gaussian,10.0,Ammoscalaria pseudospiralis,0.9980827569961548,1
13,data/eval_images/Ammoscalaria pseudospiralis_12_view3_zstack_slice_z0030.png,Ammoscalaria pseudospiralis,gaussian,25.0,Ammoscalaria pseudospiralis,0.9984377026557922,1
13,data/eval_images/Ammoscalaria pseudospiralis_12_view3_zstack_slice_z0030.png,Ammoscalaria pseudospiralis,gaussian,50.0,Ammoscalaria pseudospiralis,0.9980558156967164,1
13,data/eval_images/Ammoscalaria pseudospiralis_12_view3_zstack_slice_z0030.png,Ammoscalaria pseudospiralis,saltpepper,0.0,Ammoscalaria pseudospiralis,0.9960373640060424,1
13,data/eval_images/Ammoscalaria pseudospiralis_12_view3_zstack_slice_z0030.png,Ammoscalaria pseudospiralis,saltpepper,0.01,Ammoscalaria pseudospiralis,0.9943466782569884,1
13,data/eval_images/Ammoscalaria pseudospiralis_12_view3_zstack_slice_z0030.png,Ammoscalaria pseudospiralis,saltpepper,0.03,Ammoscalaria pseudospiralis,0.9956644177436828,1
13,data/eval_images/Ammoscalaria pseudospiralis_12_view3_zstack_slice_z0030.png,Ammoscalaria pseudospiralis,saltpepper,0.07,Ammoscalaria pseudospiralis,0.9948011636734008,1
13,data/eval_images/Ammoscalaria pseudospiralis_12_view3_zstack_slice_z0030.png,Ammoscalaria pseudospiralis,stretch,1.0,Ammoscalaria pseudospiralis,0.9960373640060424,1
14,data/eval_images/Amphicoryna scalaris_27_view1_gif_original.png,Amphicoryna scalaris,gaussian,0.0,Amphicoryna scalaris,0.9916514754295348,1
14,data/eval_images/Amphicoryna scalaris_27_view1_gif_original.png,Amphicoryna scalaris,gaussian,5.0,Amphicoryna scalaris,0.990835189819336,1
14,data/eval_images/Amphicoryna scalaris_27_view1_gif_original.png,Amphicoryna scalaris,gaussian,10.0,Amphicoryna scalaris,0.9905971884727478,1
14,data/eval_images/Amphicoryna scalaris_27_view1_gif_original.png,Amphicoryna scalaris,gaussian,25.0,Amphicoryna scalaris,0.9891512393951416,1
14,data/eval_images/Amphicoryna scalaris_27_view1_gif_original.png,Amphicoryna scalaris,gaussian,50.0,Amphicoryna scalaris,0.9859008193016052,1
14,data/eval_images/Amphicoryna scalaris_27_view1_gif_original.png,Amphicoryna scalaris,saltpepper,0.0,Amphicoryna scalaris,0.9916514754295348,1
14,data/eval_images/Amphicoryna scalaris_27_view1_gif_original.png,Amphicoryna scalaris,saltpepper,0.01,Amphicoryna scalaris,0.9914119243621826,1
14,data/eval_images/Amphicoryna scalaris_27_view1_gif_original.png,Amphicoryna scalaris,saltpepper,0.03,Amphicoryna scalaris,0.9897595643997192,1
14,data/eval_images/Amphicoryna scalaris_27_view1_gif_original.png,Amphicoryna scalaris,saltpepper,0.07,Amphicoryna scalaris,0.9876233339309692,1
14,data/eval_images/Amphicoryna scalaris_27_view1_gif_original.png,Amphicoryna scalaris,stretch,1.0,Amphicoryna scalaris,0.9916514754295348,1
15,data/eval_images/Amphicoryna scalaris_27_view1_zstack_slice_z0017.png,Amphicoryna scalaris,gaussian,0.0,Amphicoryna scalaris,0.9903851747512816,1
15,data/eval_images/Amphicoryna scalaris_27_view1_zstack_slice_z0017.png,Amphicoryna scalaris,gaussian,5.0,Amphicoryna scalaris,0.98941832780838,1
15,data/eval_images/Amphicoryna scalaris_27_view1_zstack_slice_z0017.png,Amphicoryna scalaris,gaussian,10.0,Amphicoryna scalaris,0.9865391850471495,1
15,data/eval_images/Amphicoryna scalaris_27_view1_zstack_slice_z0017.png,Amphicoryna scalaris,gaussian,25.0,Amphicoryna scalaris,0.9755286574363708,1
15,data/eval_images/Amphicoryna scalaris_27_view1_zstack_slice_z0017.png,Amphicoryna scalaris,gaussian,50.0,Amphicoryna scalaris,0.8602634072303772,1
15,data/eval_images/Amphicoryna scalaris_27_view1_zstack_slice_z0017.png,Amphicoryna scalaris,saltpepper,0.0,Amphicoryna scalaris,0.9903851747512816,1
15,data/eval_images/Amphicoryna scalaris_27_view1_zstack_slice_z0017.png,Amphicoryna scalaris,saltpepper,0.01,Amphicoryna scalaris,0.989212155342102,1
15,data/eval_images/Amphicoryna scalaris_27_view1_zstack_slice_z0017.png,Amphicoryna scalaris,saltpepper,0.03,Amphicoryna scalaris,0.9841673970222472,1
15,data/eval_images/Amphicoryna scalaris_27_view1_zstack_slice_z0017.png,Amphicoryna scalaris,saltpepper,0.07,Amphicoryna scalaris,0.9611152410507202,1
15,data/eval_images/Amphicoryna scalaris_27_view1_zstack_slice_z0017.png,Amphicoryna scalaris,stretch,1.0,Amphicoryna scalaris,0.9903851747512816,1
16,data/eval_images/Amphicoryna scalaris_27_view1_zstack_slice_z0023.png,Amphicoryna scalaris,gaussian,0.0,Amphicoryna scalaris,0.9899927973747252,1
16,data/eval_images/Amphicoryna scalaris_27_view1_zstack_slice_z0023.png,Amphicoryna scalaris,gaussian,5.0,Amphicoryna scalaris,0.9897574186325072,1
